question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade
MS-ETS1-033,MS-ETS1,MS-ETS1-1,applied,"A class is building a model dam out of clay that must hold back water in a plastic bin for at least 2 minutes without leaking. If a team's dam only holds for 45 seconds, did it meet the criterion? What should they do next?","No, the dam did not meet the criterion because it needed to hold for at least 2 minutes. The team should go back and redesign it, perhaps using thicker clay or a different shape, so it can hold back the water long enough.",claude-4.6-sonnet-thinking,5.21
MS-ETS1-034,MS-ETS1,MS-ETS1-1,applied,A designer is creating a reusable lunch bag for kids. She lists 'must keep food cold for 4 hours' as a criterion. Why is including a specific time like '4 hours' better than just saying 'keeps food cold'?,"A specific time of 4 hours gives a clear, measurable target that makes it easy to test whether the design succeeded. Without a specific number, it is impossible to know if the bag is good enough.",claude-4.6-sonnet-thinking,6.74
MS-ETS1-035,MS-ETS1,MS-ETS1-1,applied,You are designing a small wind turbine for a science fair. You find out the average wind speed at your school is only 8 miles per hour. How does this scientific fact about your environment limit your design?,"Since the wind at your school is only 8 mph, your turbine blades must be designed to spin and generate power at that low speed. A turbine that only works at higher wind speeds would not function at your location.",claude-4.6-sonnet-thinking,6.43
MS-ETS1-036,MS-ETS1,MS-ETS1-1,applied,"A student team is designing a trash-collecting robot for a park. They say the robot 'must not harm animals or plants in the park.' Is this a criterion or a constraint, and how does it affect their design choices?","This is a constraint based on potential impacts on the natural environment. It rules out designs that use sharp blades or harmful chemicals, so the team must choose safer mechanisms like gentle grippers or vacuums.",claude-4.6-sonnet-thinking,6.42
MS-ETS1-037,MS-ETS1,MS-ETS1-1,applied,"An engineer needs to design a new playground structure for an elementary school. The available space is 15 feet by 20 feet and the budget is $8,000. If the engineer designs something that fits perfectly in the space but costs $10,000, has the design problem been solved successfully?","No, the design has not been solved successfully because it violates the cost constraint of $8,000. A successful solution must satisfy all criteria and stay within all constraints at the same time.",claude-4.6-sonnet-thinking,8.1
MS-ETS1-038,MS-ETS1,MS-ETS1-2,applied,"Two students design bridges to hold the most weight using only index cards and tape. One bridge uses a flat deck, and the other uses a triangular truss shape. You test both and the truss holds twice as much weight. Which design better meets the strength criterion, and how does testing help you know?",The truss design better meets the strength criterion because it held twice the weight in the test. Systematic testing gives measurable data so you can directly compare how well each design meets the criteria instead of just guessing.,claude-4.6-sonnet-thinking,5.41
MS-ETS1-039,MS-ETS1,MS-ETS1-2,applied,"Your class is designing a reusable water bottle holder for a bike. Design A costs $2 to make and holds the bottle securely, but Design B costs $1 and the bottle sometimes falls out. The budget constraint is under $3. Which design better meets both the criteria and constraints, and why?","Design A better meets the criteria and constraints because it stays within the $3 budget and reliably holds the bottle, satisfying the main performance criterion. Design B saves money but fails the key performance criterion of keeping the bottle secure.",claude-4.6-sonnet-thinking,6.74
MS-ETS1-040,MS-ETS1,MS-ETS1-2,applied,"Two solar cooker designs are tested on the same sunny day. Cooker A raises water temperature by 40°F in 30 minutes, and Cooker B raises it by 25°F in 30 minutes. The design criterion is to heat water as much as possible. Which cooker better meets this criterion based on the test data?","Cooker A better meets the criterion because it raised the water temperature by 40°F, which is 15°F more than Cooker B in the same time. The test data gives a clear, measurable way to compare the two designs.",claude-4.6-sonnet-thinking,7.39
MS-ETS1-041,MS-ETS1,MS-ETS1-2,applied,"Two teams build model roofs to test which sheds water better. Team 1's roof has a steep pitch, and Team 2's roof has a flat surface. When they pour the same amount of water on each, Team 1's roof channels water off quickly and Team 2's pools water. Which design better meets a 'no leaking' criterion, and what does this test show?",Team 1's steep-pitched roof better meets the no-leaking criterion because it sheds water quickly instead of letting it pool. The test shows that pitch angle directly affects how well the design solves the drainage problem.,claude-4.6-sonnet-thinking,5.3
MS-ETS1-042,MS-ETS1,MS-ETS1-2,applied,"Two protective helmet designs are being compared. Engineers drop the same weight onto each helmet and measure how much force is transferred to a sensor underneath. Helmet A transfers 20 Newtons and Helmet B transfers 35 Newtons. Based on this data, which helmet better meets the criterion of protecting the wearer?","Helmet A better meets the protection criterion because it transfers less force (20 N vs. 35 N) to the sensor, meaning it absorbs more impact. Lower transferred force indicates better protection for the wearer.",claude-4.6-sonnet-thinking,8.12
MS-ETS1-043,MS-ETS1,MS-ETS1-2,applied,Two designs for a water filter are tested by pouring the same amount of muddy water through each and measuring how clear the filtered water is on a scale of 1–10. Filter A scores an 8 and Filter B scores a 5. The criterion is to produce the clearest water possible. How does this scoring system help evaluate the designs?,"The numbered scale turns water clarity into measurable data, making it easy to directly compare both designs against the criterion. Filter A's score of 8 vs. Filter B's score of 5 clearly shows which design better meets the clarity criterion.",claude-4.6-sonnet-thinking,7.57
MS-ETS1-044,MS-ETS1,MS-ETS1-2,applied,A team builds two backpack strap designs to reduce shoulder pressure. They use a pressure sensor to measure force on the shoulder with each strap while carrying the same 10-pound load. Why is it important that the load weight is the same for both tests?,"Using the same load weight ensures the test is fair and that any difference in shoulder pressure is caused by the strap design, not by carrying different amounts of weight. Keeping variables constant is essential for a systematic, valid comparison.",claude-4.6-sonnet-thinking,5.73
MS-ETS1-045,MS-ETS1,MS-ETS1-2,applied,"Two students each design a model dam to hold back water in a tub. Design A holds for 3 minutes before leaking, and Design B holds for 7 minutes. The design criterion is to hold water for at least 5 minutes. Which design meets the criterion, and what should happen to the design that doesn't?","Design B meets the criterion by holding water for 7 minutes, which exceeds the 5-minute goal. Design A fails the criterion and should be revised or improved, such as by strengthening the seal, and then retested.",claude-4.6-sonnet-thinking,6.51
MS-ETS1-046,MS-ETS1,MS-ETS1-3,applied,"Three student teams designed parachutes to slow a falling egg. Team A's parachute had the widest canopy, Team B's had the lightest weight, and Team C's had the strongest strings. If you combined all three best features into one parachute, what would you expect to happen to the egg's landing compared to any single design?","The combined parachute would likely protect the egg better than any single design because it would have maximum air resistance (wide canopy), less weight slowing it down, and strings that won't snap on impact.",claude-4.6-sonnet-thinking,8.51
MS-ETS1-047,MS-ETS1,MS-ETS1-3,applied,"Engineers tested two water filters. Filter 1 removed bacteria very well but was slow. Filter 2 was fast but let some dirt through. If a new filter combined the bacteria-removing layer from Filter 1 and the fast-flow design from Filter 2, what would you predict about the new filter's output?","The new filter would likely produce clean water faster, since it has the bacteria-removal ability of Filter 1 and the efficient flow design of Filter 2.",claude-4.6-sonnet-thinking,7.69
MS-ETS1-048,MS-ETS1,MS-ETS1-3,applied,"Two earthquake-proof building models were tested with a shake table. Model A stayed upright because of its wide base, but it cracked at the top. Model B's top stayed intact because of a flexible frame, but it tipped over. What would a combined design look like, and why would it work better?","A combined design would have Model A's wide base for stability and Model B's flexible frame for absorbing shaking, making it less likely to tip over or crack during an earthquake.",claude-4.6-sonnet-thinking,5.36
